0x0	0x0
0x3f	0x2e
0x60	0x51
0x1f	0x0
0x4	0x0
0xf	0x0
0x2	0x0
0x5	0x0
0x8	0x0
0xb	0x0
0xd	0x0
0x10	0x0
0x1a	0x0
0x1d	0x0
0x22	0x0
0x24	0x0
0x25	0x0
0x2a	0x2a
0x30	0x2e
0x32	0x2e
0x33	0x2e
0x37	0x2e
0x38	0x2e
0x3a	0x2e
0x41	0x2e
0x42	0x2e
0x47	0x2e
0x4c	0x2e
0x52	0x51
0x56	0x51
0x57	0x51
0x59	0x51
0x5b	0x51
0x5d	0x51
0x5e	0x51
0x5f	0x51
0x61	0x51
0x64	0x51
0x67	0x51
0x68	0x51
0x6a	0x51
0x6c	0x51
0x6e	0x51
0x6f	0x51
0x70	0x51
0x71	0x51
0x72	0x51
0x74	0x51
0x76	0x51
0x78	0x51
0x79	0x51
0x7b	0x51
0x7e	0x51
0x81	0x51
0x83	0x51
0x84	0x51
0x90	0x51
0xb7	0x51
0xbd	0x51
0xbf	0x51
0xc0	0x51
0xc2	0x51
0xc4	0x51
0xc6	0x51
0xc7	0x51
0xc8	0x51
0xc9	0x51
0xca	0x51
0xcd	0x51
0xd0	0x51
0xd1	0x51
0xd3	0x51
0xd4	0x51
0xd6	0x51
0xd7	0x51
0xdb	0x51
0xdf	0x51
0x15a	0x159
0x15c	0x159
0x15d	0x159
0x15f	0x159
0x160	0x159
0x162	0x159
0x163	0x159
0x165	0x159
0x166	0x159
0x168	0x159
0x169	0x159
0x16c	0x159
0x170	0x159
0x173	0x159
0x177	0x159
0x17a	0x159
0x17c	0x159
0x17f	0x159
0x181	0x159
0x185	0x159
0x188	0x159
0x18a	0x159
0x18d	0x159
0x18f	0x159
0x191	0x159
0x194	0x159
0x196	0x159
0x199	0x159
0x118S0x2e	0x118B0x2e
0x106S0x2e	0x105B0x2e
0x109S0x2e	0x105B0x2e
0x10cS0x2e	0x105B0x2e
0x110S0x2e	0x105B0x2e
0x111S0x2e	0x105B0x2e
0x112S0x2e	0x105B0x2e
0x113S0x2e	0x105B0x2e
0x11dS0x2e	0x11cB0x2e
0x122S0x2e	0x11cB0x2e
0x12aS0x2e	0x127B0x2e
0x12eS0x2e	0x127B0x2e
0x131S0x2e	0x127B0x2e
0x132S0x2e	0x127B0x2e
0x13aS0x2e	0x137B0x2e
0x13dS0x2e	0x137B0x2e
0x13eS0x2e	0x137B0x2e
0x141S0x2e	0x137B0x2e
0x145S0x2e	0x137B0x2e
0x148S0x2e	0x137B0x2e
0x149S0x2e	0x137B0x2e
0xfcS0x11cS0x2e	0xfcB0x11cB0x2e
0xeaS0x11cS0x2e	0xe8B0x11cB0x2e
0xebS0x11cS0x2e	0xe8B0x11cB0x2e
0xedS0x11cS0x2e	0xe8B0x11cB0x2e
0xefS0x11cS0x2e	0xe8B0x11cB0x2e
0xf1S0x11cS0x2e	0xe8B0x11cB0x2e
0xf2S0x11cS0x2e	0xe8B0x11cB0x2e
0xf4S0x11cS0x2e	0xe8B0x11cB0x2e
0xf6S0x11cS0x2e	0xe8B0x11cB0x2e
0xf7S0x11cS0x2e	0xe8B0x11cB0x2e
0xfcS0x127S0x2e	0xfcB0x127B0x2e
0xeaS0x127S0x2e	0xe8B0x127B0x2e
0xebS0x127S0x2e	0xe8B0x127B0x2e
0xedS0x127S0x2e	0xe8B0x127B0x2e
0xefS0x127S0x2e	0xe8B0x127B0x2e
0xf1S0x127S0x2e	0xe8B0x127B0x2e
0xf2S0x127S0x2e	0xe8B0x127B0x2e
0xf4S0x127S0x2e	0xe8B0x127B0x2e
0xf6S0x127S0x2e	0xe8B0x127B0x2e
0xf7S0x127S0x2e	0xe8B0x127B0x2e
0xfcS0x137S0x2e	0xfcB0x137B0x2e
0xeaS0x137S0x2e	0xe8B0x137B0x2e
0xebS0x137S0x2e	0xe8B0x137B0x2e
0xedS0x137S0x2e	0xe8B0x137B0x2e
0xefS0x137S0x2e	0xe8B0x137B0x2e
0xf1S0x137S0x2e	0xe8B0x137B0x2e
0xf2S0x137S0x2e	0xe8B0x137B0x2e
0xf4S0x137S0x2e	0xe8B0x137B0x2e
0xf6S0x137S0x2e	0xe8B0x137B0x2e
0xf7S0x137S0x2e	0xe8B0x137B0x2e
0x50	0x2e
0xe7	0x51
0x29	0x0
0x19b	0x159
0x2d	0x2a
0x172	0x159
0x46	0x2e
0x63	0x51
0xbc	0x51
0xcc	0x51
0x17b	0x159
0x180	0x159
0x189	0x159
0x18e	0x159
0x195	0x159
0xa	0x0
0x1c	0x0
0x21	0x0
0x80	0x51
0xdd	0x51
0xb4	0x51
0x11bS0x2e	0x118B0x2e
0x117S0x2e	0x105B0x2e
0x126S0x2e	0x11cB0x2e
0x136S0x2e	0x127B0x2e
0x14dS0x2e	0x137B0x2e
0x158S0x2e	0x14eB0x2e
0xffS0x11cS0x2e	0xfcB0x11cB0x2e
0x104S0x11cS0x2e	0x100B0x11cB0x2e
0xfbS0x11cS0x2e	0xe8B0x11cB0x2e
0xffS0x127S0x2e	0xfcB0x127B0x2e
0x104S0x127S0x2e	0x100B0x127B0x2e
0xfbS0x127S0x2e	0xe8B0x127B0x2e
0xffS0x137S0x2e	0xfcB0x137B0x2e
0x104S0x137S0x2e	0x100B0x137B0x2e
0xfbS0x137S0x2e	0xe8B0x137B0x2e
