0x0	0x0
0x3f	0x3f
0x60	0x60
0x1f	0x1f
0x4	0x4
0xf	0xf
0x2	0x2
0x5	0x5
0x8	0x8
0xb	0xb
0xd	0xd
0x10	0x10
0x1a	0x1a
0x1d	0x1d
0x22	0x22
0x24	0x24
0x25	0x25
0x2a	0x2a
0x30	0x30
0x32	0x32
0x33	0x33
0x37	0x37
0x38	0x38
0x3a	0x3a
0x41	0x41
0x42	0x42
0x47	0x47
0x4c	0x4c
0x52	0x52
0x56	0x56
0x57	0x57
0x59	0x59
0x5b	0x5b
0x5d	0x5d
0x5e	0x5e
0x5f	0x5f
0x61	0x61
0x64	0x64
0x67	0x67
0x68	0x68
0x6a	0x6a
0x6c	0x6c
0x6e	0x6e
0x6f	0x6f
0x70	0x70
0x71	0x71
0x72	0x72
0x74	0x74
0x76	0x76
0x78	0x78
0x79	0x79
0x7b	0x7b
0x7e	0x7e
0x81	0x81
0x83	0x83
0x84	0x84
0x90	0x90
0xb7	0xb7
0xbd	0xbd
0xbf	0xbf
0xc0	0xc0
0xc2	0xc2
0xc4	0xc4
0xc6	0xc6
0xc7	0xc7
0xc8	0xc8
0xc9	0xc9
0xca	0xca
0xcd	0xcd
0xd0	0xd0
0xd1	0xd1
0xd3	0xd3
0xd4	0xd4
0xd6	0xd6
0xd7	0xd7
0xdb	0xdb
0xdf	0xdf
0x15a	0x15a
0x15c	0x15c
0x15d	0x15d
0x15f	0x15f
0x160	0x160
0x162	0x162
0x163	0x163
0x165	0x165
0x166	0x166
0x168	0x168
0x169	0x169
0x16c	0x16c
0x170	0x170
0x173	0x173
0x177	0x177
0x17a	0x17a
0x17c	0x17c
0x17f	0x17f
0x181	0x181
0x185	0x185
0x188	0x188
0x18a	0x18a
0x18d	0x18d
0x18f	0x18f
0x191	0x191
0x194	0x194
0x196	0x196
0x199	0x199
0x118S0x2e	0x118
0x106S0x2e	0x106
0x109S0x2e	0x109
0x10cS0x2e	0x10c
0x110S0x2e	0x110
0x111S0x2e	0x111
0x112S0x2e	0x112
0x113S0x2e	0x113
0x11dS0x2e	0x11d
0x122S0x2e	0x122
0x12aS0x2e	0x12a
0x12eS0x2e	0x12e
0x131S0x2e	0x131
0x132S0x2e	0x132
0x13aS0x2e	0x13a
0x13dS0x2e	0x13d
0x13eS0x2e	0x13e
0x141S0x2e	0x141
0x145S0x2e	0x145
0x148S0x2e	0x148
0x149S0x2e	0x149
0xfcS0x11cS0x2e	0xfc
0xeaS0x11cS0x2e	0xea
0xebS0x11cS0x2e	0xeb
0xedS0x11cS0x2e	0xed
0xefS0x11cS0x2e	0xef
0xf1S0x11cS0x2e	0xf1
0xf2S0x11cS0x2e	0xf2
0xf4S0x11cS0x2e	0xf4
0xf6S0x11cS0x2e	0xf6
0xf7S0x11cS0x2e	0xf7
0xfcS0x127S0x2e	0xfc
0xeaS0x127S0x2e	0xea
0xebS0x127S0x2e	0xeb
0xedS0x127S0x2e	0xed
0xefS0x127S0x2e	0xef
0xf1S0x127S0x2e	0xf1
0xf2S0x127S0x2e	0xf2
0xf4S0x127S0x2e	0xf4
0xf6S0x127S0x2e	0xf6
0xf7S0x127S0x2e	0xf7
0xfcS0x137S0x2e	0xfc
0xeaS0x137S0x2e	0xea
0xebS0x137S0x2e	0xeb
0xedS0x137S0x2e	0xed
0xefS0x137S0x2e	0xef
0xf1S0x137S0x2e	0xf1
0xf2S0x137S0x2e	0xf2
0xf4S0x137S0x2e	0xf4
0xf6S0x137S0x2e	0xf6
0xf7S0x137S0x2e	0xf7
0x50	0x50
0xe7	0xe7
0x29	0x29
0x19b	0x19b
0x2d	0x2d
0x172	0x172
0x46	0x46
0x63	0x63
0xbc	0xbc
0xcc	0xcc
0x17b	0x17b
0x180	0x180
0x189	0x189
0x18e	0x18e
0x195	0x195
0xa	0xa
0x1c	0x1c
0x21	0x21
0x80	0x80
0xdd	0xdd
0xb4	0xb4
0x11bS0x2e	0x11b
0x117S0x2e	0x117
0x126S0x2e	0x126
0x136S0x2e	0x136
0x14dS0x2e	0x14d
0x158S0x2e	0x158
0xffS0x11cS0x2e	0xff
0x104S0x11cS0x2e	0x104
0xfbS0x11cS0x2e	0xfb
0xffS0x127S0x2e	0xff
0x104S0x127S0x2e	0x104
0xfbS0x127S0x2e	0xfb
0xffS0x137S0x2e	0xff
0x104S0x137S0x2e	0x104
0xfbS0x137S0x2e	0xfb
