0x0	0x0
0x1f	0x1f
0x4	0x4
0xf	0xf
0x2	0x2
0x5	0x5
0x7	0x7
0x8	0x8
0xc	0xc
0x12	0x12
0x14	0x14
0x15	0x15
0x1a	0x1a
0x1c	0x1c
0x1d	0x1d
0x21	0x21
0x26	0x26
0x27	0x27
0x2c	0x2c
0x31	0x31
0x37	0x37
0x3c	0x3c
0x42	0x42
0x47	0x47
0x4d	0x4d
0x52	0x52
0x58	0x58
0x5d	0x5d
0x63	0x63
0x68	0x68
0x6d	0x6d
0x73	0x73
0x78	0x78
0x7e	0x7e
0x83	0x83
0x89	0x89
0x8e	0x8e
0x94	0x94
0x99	0x99
0x9f	0x9f
0xa4	0xa4
0xaa	0xaa
0xaf	0xaf
0xb5	0xb5
0xba	0xba
0xbd	0xbd
0xc4	0xc4
0xc7	0xc7
0xde	0xde
0xe1	0xe1
0xe6	0xe6
0xe9	0xe9
0xee	0xee
0xf1	0xf1
0xf4	0xf4
0xf5	0xf5
0xf6	0xf6
0xf9	0xf9
0xfa	0xfa
0xfb	0xfb
0xff	0xff
0x105	0x105
0x106	0x106
0x108	0x108
0x10a	0x10a
0x10c	0x10c
0x10d	0x10d
0x10e	0x10e
0x10f	0x10f
0x114	0x114
0x117	0x117
0x11a	0x11a
0x11b	0x11b
0x11c	0x11c
0x11f	0x11f
0x120	0x120
0x121	0x121
0x125	0x125
0x12b	0x12b
0x12c	0x12c
0x12e	0x12e
0x130	0x130
0x132	0x132
0x133	0x133
0x134	0x134
0x135	0x135
0x13a	0x13a
0x13d	0x13d
0x140	0x140
0x141	0x141
0x142	0x142
0x145	0x145
0x146	0x146
0x147	0x147
0x14b	0x14b
0x151	0x151
0x152	0x152
0x154	0x154
0x156	0x156
0x158	0x158
0x159	0x159
0x15a	0x15a
0x15b	0x15b
0x160	0x160
0x163	0x163
0x166	0x166
0x167	0x167
0x168	0x168
0x16b	0x16b
0x16c	0x16c
0x16d	0x16d
0x171	0x171
0x177	0x177
0x178	0x178
0x17a	0x17a
0x17c	0x17c
0x17e	0x17e
0x17f	0x17f
0x180	0x180
0x181	0x181
0x186	0x186
0x189	0x189
0x18c	0x18c
0x18d	0x18d
0x18e	0x18e
0x191	0x191
0x192	0x192
0x193	0x193
0x197	0x197
0x19d	0x19d
0x19f	0x19f
0x1a1	0x1a1
0x1a3	0x1a3
0x1a4	0x1a4
0x1a6	0x1a6
0x1a7	0x1a7
0x1a9	0x1a9
0x1ab	0x1ab
0x1ac	0x1ac
0x1ad	0x1ad
